name|type|description|prerequisites|prerequisite_feats|benefit|normal|special|source|teamwork|critical|grit|style|performance|racial|companion_familiar|race_name|note|goal|completion_benefit|multiples|suggested_traits|source_dataset
Heroic Recovery|Mythic|You can shrug off the effects of harmful conditions after they've taken effect.|Heroic Recovery|Heroic Recovery|As a swift action, you can expend one use of mythic power to use Heroic Recovery additional times. Whenever you do, add your tier to the result of the Fortitude save.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Heroic Will|General|Your indomitable will breaks free from mental shackles.|Iron Will, base Will save +4, human.|Iron Will|Once per day as a standard action, you may attempt a new saving throw against a harmful condition requiring a Will save that is affecting you. If you are dominated, controlled, or cannot take an action because of the effect against which you are trying to make a new saving throw, you can make this saving throw at the start of the turn as no action, but on a success, your turn ends. You cannot use this feat to remove instantaneous effects, effects that do not require a Will save, or effects that do not allow a saving throw.|||Advanced Race Guide|0|0|0|0|0|1|0|Human||||0||AoN
Hex Strike|Combat|Chanting and cursing, you put a hex on your enemy as part of your unarmed strike.|Hex class feature, Improved Unarmed Strike.|Improved Unarmed Strike|When you gain this feat, choose one hex that you can use to affect no more than one opponent. If you make a successful unarmed strike against an opponent, in addition to dealing your unarmed strike damage, you can use a swift action to deliver the effects of the chosen hex to that opponent. Doing so does not provoke attacks of opportunity.||You can take this feat multiple times. Each time you take it, you apply it to a different qualifying hex.|Ultimate Combat|0|0|0|0|0|0|0|||||1||AoN
Hobgoblin Discipline|General|The presence of other hobgoblins bolsters your resolve.|Base attack bonus +1, hobgoblin.||While you are within 30 feet of at least two other hobgoblins, you gain a +1 morale bonus on saving throws.|||Advanced Race Guide|0|0|0|0|0|1|0|Hobgoblin||||0||AoN
Hold the Blade|Combat|You can take your opponent's weapon after being stabbed in the back.|Improved Disarm, base attack bonus +10.|Improved Disarm|Whenever an enemy deals damage to you with a melee weapon as part of a flanking attack or sneak attack, you can make a combat maneuver check to disarm against that opponent as an immediate action. You must have at least one hand free when you use this feat. When you use this feat, you take a -4 penalty to your AC until your next turn. You can only use this feat once per round.|||Dragon Empires Primer|0|0|0|0|0|0|0|||||0||AoN
Horde Charge|General|When you charge with an ally, you are more deadly.|Base attack bonus +1, Half-Orc or orc.||When charging during the same round as an ally with this feat, you gain a +2 bonus on attack and damage rolls in addition to the normal bonus for charging. If you can make multiple attacks on a charge, this bonus only applies to the first attack.|||Advanced Race Guide|1|0|0|0|0|1|0|Half-Orc,Orc||||0||AoN
Horn Of The Criosphinx|Combat|You end your charge in a devastating two-handed attack.|Base attack bonus +6 or monk level 6th.||Whenever you make a successful charge attack while wielding a two-handed weapon in both hands, add two times your Strength bonus to the damage roll.|A character wielding a two-handed weapon adds 1-1/2 times her Strength bonus to damage rolls.|A monk can use this feat as long as he is wielding a two-handed weapon or both his hands are empty.|People Of The Sands|0|0|0|0|0|0|0|||||0||AoN
Horse Master|Combat|You blend horsemanship skills from disparate traditions into a seamless mounted combat technique.|Expert trainer class feature (Advanced Player's Guide 33), Ride 6 ranks.||Use your character level to determine your effective druid level for determining the powers and abilities of your mount.|You use your cavalier level to determine your effective druid level for determining the powers and abilities of your mount.||Ultimate Combat|0|0|0|0|0|0|0|||||0||AoN
Hover|Monster|This creature can hover in place with ease and can kick up clouds of dust and debris.|Fly speed.||A creature with this feat can halt its movement while flying, allowing it to hover without needing to make a Fly skill check. If a creature of size Large or larger with this feat hovers within 20 feet of the ground in an area with lots of loose debris, the draft from its wings creates a hemispherical cloud with a radius of 60 feet. The winds generated can snuff torches, small campfires, exposed lanterns, and other small, open flames of non-magical origin. Clear vision within the cloud is limited to 10 feet. Creatures have concealment at 15 to 20 feet (20% miss chance). At 25 feet or more, creatures have total concealment (50% miss chance, and opponents cannot use sight to locate the creature).|Without this feat, a creature must make a Fly skill check to hover and the creature does not create a cloud of debris while hovering.||Bestiary|0|0|0|0|0|0|0|||||0||AoN
Human Spirit|General|Your blood burns with the passion and unyielding quest for self-improvement displayed so prominently by your human relatives.|Half-Elf.||You receive 1 bonus skill rank. Whenever you gain another Hit Die, you gain an additional skill rank. You cannot gain more than four skill ranks in this way.||You can only take this feat at 1st level. If you take this feat, you cannot take the Elven Spirit feat.|Advanced Race Guide|0|0|0|0|0|1|0|Half-Elf||||0||AoN
Huntmaster|General|You are an expert trainer of horses, hounds, falcons, or hunting cats.|Handle Animal 1 rank; either the animal companion, divine bond (mount), or mount class feature; human.||If you have the animal companion class feature, pick one of the following types of animal companions that this feat affects: bird, dog, small cat, or horse. If you have the divine bond (mount) or mount class feature, this feat always affects horses. You gain a +2 bonus on Handle Animal and Knowledge (nature) checks with creatures of that type of animal. Furthermore, you are treated as one level higher when determining the abilities of your animal companion or mount, as long as it is of the chosen type.|||Advanced Race Guide|0|0|0|0|0|1|0|Human||||0||AoN
Hydraulic Maneuver|General|You can use your hydraulic push to disarm or trip.|Hydraulic push spell-like ability, undine.||You may use hydraulic push to attempt a bull rush, disarm, dirty trick (blind or dazzle, see Advanced Player's Guide), or trip combat maneuver. Each time you use hydraulic push, you must decide which of the allowed combat maneuvers you want to perform. You may use this feat with your hydraulic push racial spell-like ability, your class-granted use of hydraulic push, or any hydraulic push spells you cast, but not with magic items or other external sources that use that spell.|Hydraulic push can only be used to make a bull rush combat maneuver.||Advanced Race Guide|0|0|0|0|0|1|0|Undine||||0||AoN
Hymn Singer|General|Your music is infused with your faith.|Bardic performance, good alignment, worshiper of a good deity.||When using bardic performance, you may choose to play, recite, or sing a religious song or piece of scripture of your faith. Each round of bardic performance you spend in this way, you count as presenting a holy symbol, chanting prayers, or ringing a hand bell for the purpose of keeping vampires at bay.|||Blood Of The Night|0|0|0|0|0|0|0|||||0||AoN
Iconoclast|Combat|You know how to turn a holy symbol into a weapon against her followers.|Divine Defiance, Improved Sunder, Power Attack, Intimidate 3 ranks.|Divine Defiance, Improved Sunder, Power Attack|When you succeed at a sunder combat maneuver against a holy or unholy symbol, you can attempt an Intimidate check to demoralize as a free action. This demoralization affects all followers of the deity or philosophy whose symbol you sundered who saw you sunder it and are within 30 feet. If you destroyed the symbol, you gain a +5 bonus on your Intimidate check. You can use this feat when sundering any physical holy symbol-it doesn't have to be the hand-held variety commonly used by clerics and other divine spellcasters.|||Faiths & Philosophies|0|0|0|0|0|0|0|||||0||AoN
Impact Critical Shot|Combat|With a series of ranged attacks, you bring your foes to their knees or force them to move.|Dex 13, Point-Blank Shot, base attack bonus +9.|Point-Blank Shot|Whenever you score a critical hit with a ranged attack, in addition to the normal damage your attack deals, if your confirmation roll exceeds your opponent's CMD, you can push your opponent back as if from the bull rush combat maneuver or knock that target prone as if from a trip combat maneuver. If you choose to bull rush, you cannot move with the target. Your maneuver does not provoke an attack of opportunity.|You must perform a bull rush combat maneuver to bull rush an opponent, and you must perform a trip combat maneuver to trip an opponent.||Ultimate Combat|0|1|0|0|0|0|0|||||0||AoN
Impaling Critical|Combat|Your critical hits can skewer your foes.|Critical Focus, Weapon Specialization, base attack bonus +11.|Critical Focus, Weapon Specialization|Whenever you score a critical hit with the selected piercing melee weapon, you can impale your opponent on your weapon. While your opponent is impaled in this way, each time he starts his turn, you deal damage equal to your weapon's damage dice plus the extra damage dice from your weapon's properties. As an immediate action, you can pull your weapon out of your opponent. If your opponent is ever outside your reach, you must spend a free action to let go of your weapon or pull it out of him. Your opponent can also spend a move action to pull your weapon out. When the weapon comes out, your opponent takes damage as if starting his turn impaled. While you impale your opponent with your weapon, you cannot use it to attack, and you must hold on to it.|||Ultimate Combat|0|1|0|0|0|0|0|||||0||AoN
Implant Bomb|General|You can attach a bomb to a creature that explodes when the creature dies or after 24 hours.|Heal 5 ranks, delayed bomb alchemist discovery.||You may implant a bomb in a willing or helpless creature (a mindless creature under your control, such as a zombie, counts as willing for this purpose). This takes 1 hour and expends 1 use of your bomb ability for the day. When the implanted creature dies or is destroyed, the bomb detonates in the creature's square as if it were a delayed bomb set by you (though you can set the bomb's damage to less than your normal bomb damage). You can use any bomb-affecting discoveries on this implanted bomb (acid bomb, frost bomb, smoke bomb, and so on) as normal. The bomb automatically detonates 24 hours after you implant it in the creature. If you expend 150 gp worth of alchemical reagents per die of the bomb's damage (for example, 750 gp for a 5d6 bomb), the bomb does not automatically detonate after 24 hours, and only detonates if the creature dies or is destroyed (24 hours after implantation, this bomb no longer counts toward your daily total). Implanting a bomb is as invasive as using the Heal skill to treat deadly wounds and leaves surgical scars unless the creature is healed by magic or abilities such as regeneration or fast healing. Some creatures (such as oozes, elementals, and creatures with the incorporeal quality) cannot have bombs implanted in them. Removing an implanted bomb requires a Heal check to treat deadly wounds, followed by a dispel magic spell or Disable Device check to neutralize the bomb (DC = 11 + alchemist's caster level).|||Ultimate Magic|0|0|0|0|0|0|0|||||0||AoN
Improved Back to Back|General|After much practice, you and an ally have become adept at fighting in close proximity to one another.|Back to Back, Perception 5 ranks.|Back to Back|While you are adjacent to an ally who is flanked and also has this feat, you can spend a swift action to gain a +2 bonus to AC against all flankers until the start of your next turn.|||Ultimate Combat|1|0|0|0|0|0|0|||||0||AoN
Improved Blind-Fight|Combat|Your keen senses guide your hand against hidden foes.|Perception 10 ranks, Blind-Fight.|Blind-Fight|Your melee attacks ignore the miss chance for less than total concealment. You may still reroll your miss chance percentile roll for total concealment. If you successfully pinpoint an invisible or hidden attacker within 30 feet, that attacker gets no advantages related to hitting you with ranged attacks. That is, you don't lose your Dexterity bonus to Armor Class, and the attacker doesn't get the usual +2 bonus for being invisible.||The Improved Blind-Fight feat is of no use against a character who is the subject of a blink spell.|Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Improved Bull Rush|Combat|You are skilled at pushing your foes around.|Str 13, Power Attack, base attack bonus +1.|Power Attack|You do not provoke an attack of opportunity when performing a bull rush combat maneuver. In addition, you receive a +2 bonus on checks made to bull rush a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to bull rush you.|You provoke an attack of opportunity when performing a bull rush combat maneuver.||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Bull Rush|Mythic|You push foes around with amazing ease.|Improved Bull Rush.|Improved Bull Rush|You gain a bonus equal to half your tier on checks to bull rush, and to your CMD when an opponent bull rushes you. These bonuses stack with those granted by non-mythic Improved Bull Rush. Furthermore, you can make an attack of opportunity against any creature that attempts to bull rush you, unless it also has this feat.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Channel|General|Your channeled energy is harder to resist.|Channel energy class feature.||Add 2 to the DC of saving throws made to resist the effects of your channel energy ability.|||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Channel|Mythic|As a divine conduit for energy, you're unmatched.|Improved Channel.|Improved Channel|Non-mythic creatures that take damage from your channel energy must roll their saving throws twice and take the lower result.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Channel Force|General|You move your enemies within a beam of righteous energy.|Channel Force, aasimar, channel energy 4d6.|Channel Force|When using Channel Force, you can affect all creatures in a 60-foot line or a 30-foot cone-shaped burst. You must choose to either push or pull all creatures within the affected area that fail their saves.|||Advanced Race Guide|0|0|0|0|0|1|0|Aasimar||||0||AoN
Improved Charging Hurler|Combat|Every muscle in your body adds its force to your thrown weapons.|Charging Hurler, Point-Blank Shot.|Charging Hurler, Point-Blank Shot|When you use Charging Hurler, your target can be at any range up to your weapon's maximum range. If your target is within 30 feet, you gain a +2 bonus on damage rolls.|Using Charging Hurler requires you to end your movement within 30 feet of your opponent.||Ultimate Combat|0|0|0|0|0|0|0|||||0||AoN
Improved Cleaving Finish|Combat|You can cut down many opponents in a single strike.|Str 13, Cleave, Cleaving Finish, Great Cleave, Power Attack, base attack bonus +6.|Cleave, Cleaving Finish, Great Cleave, Power Attack|You can use Cleaving Finish any number of times per round.|||Ultimate Combat|0|0|0|0|0|0|0|||||0||AoN
Improved Counterspell|General|You are skilled at countering the spells of others using similar spells.|||When counterspelling, you may use a spell of the same school that is one or more spell levels higher than the target spell.|Without this feat, you may counter a spell only with the same spell or with a spell specifically designated as countering the target spell.||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Counterspell|Mythic|Your innate understanding of magical mechanics allows you to unravel spells with pure magical energy.|Improved Counterspell.|Improved Counterspell|When counterspelling, you can use a spell of the same school that is the same or higher spell level as the target spell.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Critical|Combat|Attacks made with your chosen weapon are quite deadly.|Proficient with weapon, base attack bonus +8.||When using the weapon you selected, your threat range is doubled.||You can gain Improved Critical multiple times. The effects do not stack. Each time you take the feat, it applies to a new type of weapon. This effect doesn't stack with any other effect that expands the threat range of a weapon.|PFRPG Core|0|0|0|0|0|0|0|||||1||AoN
Improved Critical|Mythic|Your critical strikes with your chosen weapon are deadlier than most.|Improved Critical, base attack bonus +8.|Improved Critical|Your critical multiplier with your chosen weapon is increased by 1 (to a maximum of x6).||You can gain this feat multiple times. The effects do not stack. Each time you take this feat, it applies to a different non-mythic Improved Critical feat.|Mythic Adventures|0|0|0|0|0|0|0|||||1||AoN
Improved Dark Sight|General|With further modification, your eyes see clearly in not only normal darkness, but in magical darkness as well.|Dark Sight, Gloom Sight, fetchling.|Dark Sight, Gloom Sight|You gain the see in darkness ability (Bestiary 2 301) and lose the light sensitivity weakness, but gain the light blindness weakness (Bestiary 301).|||Advanced Race Guide|0|0|0|0|0|1|0|Fetchling||||0||AoN
Improved Day Job|General|You learned the importance of an honest day's work while training as an initiate of the Pathf inder Society.|Ability to attempt Day Job checks (see the Guide to Pathfinder Society Organized Play).||You gain a +3 bonus on Day Job checks using one skill you choose when you take this feat. This bonus stacks with other feats that grant a bonus to the chosen skill, including Skill Focus.|||Pathfinder Society Primer|0|0|0|0|0|0|0|||||0||AoN
Improved Death-Stealing|General|Your death-stealing gaze creates more powerful undead.|Nabasu, Ability Focus (death-stealing gaze)||When you would normally create a ghoul with your death-stealing gaze, you instead create a ghast. As a free action, you may also spend a number of growth points in order to even further augment your new undead minion as it is created. If you spend 1 growth point, you create a wight instead of a ghast. If you spend 3 growth points, you create a wraith instead of a ghast. And if you spend 5 growth points, you transform the target into a juju zombie instead of a ghast. Note that spending growth in this manner reduces your statistics as appropriate.|||Demons Revisited|0|0|0|0|0|1|0|Nabasu||||0||AoN
Improved Devastating Strike|Combat|The fury and power channeled through your attack is enough to kill a lesser being outright.|Devastating Strike, Vital Strike, base attack bonus +13.|Devastating Strike, Vital Strike|Whenever you use Vital Strike, Improved Vital Strike, or Greater Vital Strike, you gain a bonus on attack rolls to confirm a critical hit equal to the bonus on damage rolls you gain from Devastating Strike.|||Ultimate Combat|0|0|0|0|0|0|0|||||0||AoN
Improved Dirty Trick|Combat|You are skilled at pulling dirty tricks on your foes.|Int 13, Combat Expertise.|Combat Expertise|You do not provoke an attack of opportunity when performing a dirty trick combat maneuver. In addition, you receive a +2 bonus on checks made to attempt a dirty trick. You also receive a +2 bonus to your Combat Maneuver Defense when an opponent tries a dirty trick on you.|You provoke an attack of opportunity when performing a dirty trick combat maneuver.||Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Improved Dirty Trick|Mythic|You're a paragon of down-and-dirty fighting.|Improved Dirty Trick|Improved Dirty Trick|You gain a bonus equal to half your tier on checks to attempt a dirty trick, and to your CMD when an opponent attempts to perform a dirty trick on you. These bonuses stack with those granted by Improved Dirty Trick. Furthermore, you can make an attack of opportunity against any creature that attempts a dirty trick maneuver against you, unless it also has this feat.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Disarm|Combat|You are skilled at knocking weapons from a foe's grasp.|Int 13, Combat Expertise.|Combat Expertise|You do not provoke an attack of opportunity when performing a disarm combat maneuver. In addition, you receive a +2 bonus on checks made to disarm a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to disarm you.|You provoke an attack of opportunity when performing a disarm combat maneuver.||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Disarm|Mythic|You're expert at knocking your enemies' weapons away.|Improved Disarm.|Improved Disarm|You gain a bonus equal to half your tier on checks to disarm, and to your CMD when an opponent tries to disarm you. These bonuses stack with those granted by Improved Disarm. Furthermore, you can make an attack of opportunity against any creature that attempts to disarm you, unless it also has this feat.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Drag|Combat|You are skilled at dragging foes around the battlefield.|Str 13, Power Attack, base attack bonus +1.|Power Attack|You do not provoke an attack of opportunity when performing a drag combat maneuver. In addition, you receive a +2 bonus on checks made to drag a foe. You also receive a +2 bonus to your Combat Maneuver Defense when an opponent tries to drag you.|You provoke an attack of opportunity when performing a drag combat maneuver.||Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Improved Drag|Mythic|You pull your enemies around the battlefield with great ease.|Improved Drag|Improved Drag|You gain a bonus equal to half your tier on checks to attempt a drag combat maneuver, and to your CMD when an opponent attempts a drag combat maneuver against you. These bonuses stack with those granted by Improved Drag. Furthermore, you can make an attack of opportunity against any creature that attempts a drag maneuver against you, unless it also has this feat.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Drow Nobility|General|Your magical heritage is more potent than that of your peers, as demonstrated by your superior spell-like abilities.|Cha 13, Drow Nobility, able to use drow spell-like abilities, drow.|Drow Nobility|You may use your dancing lights, faerie fire, feather fall, and levitate spell-like abilities twice per day. Your darkness spell-like ability instead becomes deeper darkness, which you may use twice per day.|||Advanced Race Guide|0|0|0|0|0|1|0|Drow||||0||AoN
Improved Eldritch Heritage|General|The power of your discovered bloodline continues to grow.|Cha 15, Eldritch Heritage, character level 11th.|Eldritch Heritage|You gain either the 3rd-level or the 9th-level power (your choice) of the bloodline you selected with the Eldritch Heritage feat. For purposes of using that power, treat your sorcerer level as equal to your character level - 2, even if you have levels in sorcerer. You do not gain any of the other bloodline abilities.||You may select this feat multiple times. Its effects do not stack. Each time you select the feat, it applies to a different bloodline power for that bloodline available at sorcerer level 3 or 9.|Ultimate Magic|0|0|0|0|0|0|0|||||1||AoN
Improved Familiar|General|This feat allows you to acquire a powerful familiar, but only when you could normally acquire a new familiar.|Ability to acquire a new familiar, compatible alignment, sufficiently high level (see below).||When choosing a familiar, the creatures listed below are also available to you (see the Pathfinder RPG Bestiary for statistics on these creatures). You may choose a familiar with an alignment up to one step away on each alignment axis (lawful through chaotic, good through evil). Arcane Spellcaster Familiar Alignment Level Celestial hawk1 Neutral good 3rd Dire rat Neutral 3rd Fiendish viper2 Neutral evil 3rd Elemental, Small (any type) Neutral 5th Stirge Neutral 5th Homunculus3 Any 7th Imp Lawful evil 7th Mephit (any type) Neutral 7th Pseudodragon Neutral good 7th Quasit Chaotic evil 7th 1 Or other celestial animal from the standard familiar list. 2 Or other fiendish animal from the standard familiar list. 3 The master must first create the homunculus. Improved familiars otherwise use the rules for regular familiars, with two exceptions: if the creature's type is something other than animal, its type does not change; and improved familiars do not gain the ability to speak with other creatures of their kind (although many of them already have the ability to communicate).|||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Familiar|Mythic|Your familiar gains some of your incredible resiliency and insight.|Improved Familiar.|Improved Familiar|For every 3 tiers you possess, your familiar gains a +2 bonus to an ability score of your choice. These bonuses stack. Your familiar adds your tier to its natural armor bonus and to its spell resistance (if it has spell resistance).|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Feint|Combat|You are skilled at fooling your opponents in combat.|Int 13, Combat Expertise.|Combat Expertise|You can make a Bluff check to feint in combat as a move action.|Feinting in combat is a standard action.||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Feint Partner|Combat|Knowledge of your companions' tricks and techniques allow you to take even greater advantage of your allies' feints.|Bluff 1 rank, Combat Reflexes, Feint Partner, base attack bonus +6.|Combat Reflexes, Feint Partner|Whenever an ally who also has this feat successfully feints against an opponent, that opponent provokes an attack of opportunity from you.|||Ultimate Combat|1|0|0|0|0|0|0|||||0||AoN
Improved Feinting Flurry|Combat|Your first melee attack throws your opponent completely off guard.|Dex 17, flurry of blows class feature, Combat Expertise, Feinting Flurry, base attack bonus +6.|Combat Expertise, Feinting Flurry|While using Feinting Flurry, if you successfully feint, your opponent is denied its Dexterity bonus to AC until the end of your turn.|A successful feint causes your opponent to be denied its Dexterity bonus to AC against your next attack.||Dragon Empires Primer|0|0|0|0|0|0|0|||||0||AoN
Improved Fiendish Darkness|General|Your innate ability to shroud others in darkness is further empowered.|Fiendish Darkness, darkness spell-like ability, caster level 3rd, tiefling.|Fiendish Darknes|You gain a +2 bonus to your effective caster level when using your darkness spell-like ability. In addition, whenever you cast a spell with the evil descriptor that targets another creature, you can spend a swift action to apply the effects of your darkness spell-like ability to the spell cast, with the darkness effect centered on the spell's target. Using the darkness spell-like ability in this way expends all three uses of it for the day, and it cannot be used if fewer than three uses of it remain for that day.|||Blood Of Fiends|0|0|0|0|0|1|0|Tiefling||||0||AoN
Improved Fiendish Sorcery|General|Your skill with foul sorcery is even more potent than that of others of your race.|Fiendish sorcery racial trait, tiefling.||If you are a sorcerer and possess the Rakshasa bloodline (Pathfinder RPG Ultimate Magic 68) or Shadow bloodline (Pathfinder RPG Advanced Player's Guide 140), treat your Charisma score as 2 points higher for all sorcerer class abilities.|||Blood Of Fiends|0|0|0|0|0|1|0|Tiefling||||0||AoN
Improved Fury of the Tainted|Combat|Your hatred for goodness is rivaled only by your ability to repel it.|Cha 13, Fury of the Tainted, base attack bonus +8, rage class feature, tiefling.|Fury of the Tainted|While raging, you gain spell resistance equal to 10 + your class level against spells with the good descriptor.|||Blood Of Fiends|0|0|0|0|0|1|0|Tiefling||||0||AoN
Improved Grapple|Combat|You are skilled at grappling opponents.|Dex 13, Improved Unarmed Strike.|Improved Unarmed Strike|You do not provoke an attack of opportunity when performing a grapple combat maneuver. In addition, you receive a +2 bonus on checks made to grapple a foe. You also receive a +2 bonus to your Combat Maneuver Defense whenever an opponent tries to grapple you.|You provoke an attack of opportunity when performing a grapple combat maneuver.||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Grapple|Mythic|Your wrestling moves are difficult to counter.|Improved Grapple.|Improved Grapple|You gain a bonus equal to half your tier on checks to grapple, and to your CMD when an opponent tries to grapple you. These bonuses stack with those granted by Improved Grapple. Furthermore, you can make an attack of opportunity against any creature that attempts to grapple you, unless it also has this feat.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Great Fortitude|General|You can draw upon an inner reserve to resist diseases, poisons, and other grievous harm.|Great Fortitude.|Great Fortitude|Once per day, you may reroll a Fortitude save. You must decide to use this ability before the results are revealed. You must take the second roll, even if it is worse.|||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Impaling Critical|Combat|When you impale a target, you hinder its movement and can cause severe bleeding.|Impaling Critical, Critical Focus, Weapon Specialization, base attack bonus +13.|Impaling Critical, Critical Focus, Weapon Specialization|While you are using Impaling Critical to impale an opponent, and you are still holding onto that weapon, that opponent must succeed at a grapple combat maneuver check against you to pull your weapon out. If you have let go of your weapon, the impaled opponent must spend a standard action to remove the weapon. Until the opponent pulls the weapon out, his speed in all modes is halved and his maneuverability, if any, is reduced by one step. When the weapon comes out, instead of dealing the damage normal for Impaling Critical, you can deal bleed damage equal to your weapon's damage dice result once per round at the start of that opponent's turn.|||Ultimate Combat|0|1|0|0|0|0|0|||||0||AoN
Improved Improvisation|General|You are masterful in your improvisation.|Int 13, Fast Learner, Improvisation, human.|Fast Learner, Improvisation|Your nonprof iciency penalty with weapons, armor, and shields is halved. In addition, the bonus on all skill checks for skills you have no ranks in increases to +4 instead of +2.|||Advanced Race Guide|0|0|0|0|0|1|0|Human||||0||AoN
Improved Infuse Weapon|General|When you infuse weapons, you may add an additional magical quality.|Infuse weapon special ability, Cha 27||When you infuse a weapon, you can add an additional +1 worth of weapon qualities to that weapon; this could either be used to increase a weapon infused to be a +1 weapon to be a +2 weapon, or to grant a weapon quality like flaming, defending, keen, or any other +1 quality from the Pathfinder RPG Core Rulebook. This effect occurs automatically as you infuse a weapon, but you may only do so to one weapon you wield at a time.||You may take this feat more than once; each time you do, the limit to the number of weapons on which you can simultaneously use Improved Infuse Weapon increases by 2.|Demons Revisited|0|0|0|0|0|0|0|||||0||AoN
Improved Initiative|Combat|Your quick ref lexes allow you to react rapidly to danger.|||You get a +4 bonus on initiative checks.|||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Initiative|Mythic|You leap into the fray with speed and confidence.|Improved Initiative.|Improved Initiative|The bonus on initiative checks granted by Improved Initiative increases by an amount equal to your tier. This bonus stacks with the bonus from Improved Initiative. In addition, instead of rolling initiative, you can expend one use of mythic power to treat your roll as a natural 20.|||Mythic Adventures|0|0|0|0|0|0|0|||||0||AoN
Improved Iron Will|General|Your clarity of thought allows you to resist mental attacks.|Iron Will.|Iron Will|Once per day, you may reroll a Will save. You must decide to use this ability before the results are revealed. You must take the second roll, even if it is worse.|||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Ki Throw|Combat|Your enemies are living weapons in your hands.|Improved Bull Rush, Ki Throw.|Improved Bull Rush, Ki Throw|When using the Ki Throw feat, you may throw your target into any square you threaten that is occupied by another creature. Make a bull rush combat maneuver check with a -4 penalty against the secondary target. If this check succeeds, the thrown creature lands prone in the secondary target's square, while the secondary target is pushed back and knocked prone in an adjacent square. If the check fails, the thrown creature lands prone in the nearest square you threaten adjacent to the secondary target. If you throw a Large or larger creature into an area containing multiple secondary targets, you take an additional penalty of -4 on your combat maneuver check for each target after the first.||A monk may take this as a bonus feat at 14th level.|Advanced Player's Guide|0|0|0|0|0|0|0|||||0||AoN
Improved Learn Ranger Trap|General|Your skill with traps is extensive.|Learn Ranger Trap, Survival 8 ranks.|Learn Ranger Trap|You learn one additional ranger trap and can now use both extraordinary and supernatural versions of any ranger traps you know.|||Kobolds Of Golarion|0|0|0|0|0|0|0|||||0||AoN
Improved Lightning Reflexes|General|You have a knack for avoiding danger all around you.|Lightning Reflexes.|Lightning Reflexes|Once per day, you may reroll a Ref lex save. You must decide to use this ability before the results are revealed. You must take the second roll, even if it is worse.|||PFRPG Core|0|0|0|0|0|0|0|||||0||AoN
Improved Low Blow|Combat|You are adept at hitting larger opponents where it hurts.|Base attack bonus +4, halfling, low-blow racial trait.||Your bonus to conf irm critical hits against opponents larger than yourself improves to +2. Furthermore, once per day, after you fail to hit with a critical hit conf irmation roll, you can reroll the conf irmation roll, but must take the new result even if it is worse.|||Advanced Race Guide|0|0|0|0|0|1|0|Halfling||||0||AoN
Improved Monster Lore|General|You are obsessed with the abilities and weaknesses of monsters.|Monster lore class feature.||You gain a sacred bonus on all skill checks to identify the abilities and weaknesses of creatures equal to 1/2 your level in classes that grant you the monster lore class feature.|||Ultimate Magic|0|0|0|0|0|0|0|||||0||AoN
Improved Natural Armor|Monster|This creature's hide is tougher than most.|Con 13.||The creature's natural armor bonus increases by +1.||A creature can gain this feat multiple times. Each time the creature takes the feat, its natural armor bonus increases by another point.|Bestiary|0|0|0|0|0|0|0|||||1||AoN
Improved Natural Attack|Monster|Attacks made by one of this creature's natural attacks leave vicious wounds.|Natural weapon, base attack bonus +4.||Choose one of the creature's natural attack forms (not an unarmed strike). The damage for this natural attack increases by one step on the following list, as if the creature's size had increased by one category. Damage dice increase as follows: 1d2, 1d3, 1d4, 1d6, 1d8, 2d6, 3d6, 4d6, 6d6, 8d6, 12d6. A weapon or attack that deals 1d10 points of damage increases as follows: 1d10, 2d8, 3d8, 4d8, 6d8, 8d8, 12d8.||This feat can be taken multiple times. Each time it is taken, it applies to a different natural attack.|Bestiary|0|0|0|0|0|0|0|||||1||AoN
