name|descriptor|acid|air|chaotic|cold|curse|darkness|death|disease|earth|electricity|emotion|evil|fear|fire|force|good|language_dependent|lawful|light|mind_affecting|pain|poison|shadow|sonic|water|meditative|school|subschool|casting_time|components|costly_components|material_costs|verbal|somatic|material|focus|divine_focus|range|area|targets|duration|dismissible|shapeable|saving_throw|spell_resistence|effect|short_description|description|description_formated|source|SLA_Level|spell_level|sorcerer|wizard|cleric|druid|ranger|bard|paladin|alchemist|summoner|witch|inquisitor|oracle|antipaladin|magus|adept|bloodrager|shaman|psychic|medium|mesmerist|occultist|spiritualist|skald|investigator|hunter|domain|bloodline|patron|mythic_text|augmented|mythic
Neutralize Poison||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|healing|1 standard action|V, S, M/DF (charcoal)|0|NULL|1|1|1|0|1|touch||creature or object of up to 1 cu. ft./level touched|instantaneous or 10 min./level; see text|0|0|Will negates (harmless, object)|yes (harmless, object)||Immunizes subject against poison, detoxifies venom in or on subject.|You detoxify any sort of venom in the creature or object touched. If the target is a creature, you must make a caster level check (1d20 + caster level) against the DC of each poison affecting the target. Success means that the poison is neutralized. A cured creature suffers no additional effects from the poison, and any temporary effects are ended, but the spell does not reverse instantaneous effects, such as hit point damage, temporary ability damage, or effects that don't go away on their own. This spell can instead neutralize the poison in a poisonous creature or object for 10 minutes per level, at the caster's option. If cast on a creature, the creature receives a Will save to negate the effect.|<p>You detoxify any sort of venom in the creature or object touched. If the target is a creature, you must make a caster level check (1d20 + caster level) against the DC of each poison affecting the target. Success means that the poison is neutralized. A cured creature suffers no additional effects from the poison, and any temporary effects are ended, but the spell does not reverse instantaneous effects, such as hit point damage, temporary ability damage, or effects that don't go away on their own.</p><p>This spell can instead neutralize the poison in a poisonous creature or object for 10 minutes per level, at the caster's option.</p><p>If cast on a creature, the creature receives a Will save to negate the effect.</p>|PFRPG Core|4|bard 4, cleric/oracle 4, druid 3, paladin 4, ranger 3, alchemist 4, witch 4, inquisitor 4, shaman 4, spiritualist 4|NULL|NULL|4|3|3|4|4|4|NULL|4|4|4|NULL|NULL|3|NULL|4|NULL|NULL|NULL|NULL|4|NULL|NULL|3|Restoration (4)|||||0
Neutralize Poison, Greater||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|healing|1 standard action|V, S, M/DF (a lump of charcoal)|0|NULL|1|1|1|0|1|touch||creature or object of up to 1 cu. ft./level touched|instantaneous or 1 hour/level|1|0|Will negates (harmless, object)|yes (harmless, object)|||This spell functions as neutralize poison, except as noted here. You automatically succeed at all caster level checks to neutralize any poisons affecting the target creature. The spell also reverses all instantaneous or permanent effects caused by poisons, such as temporary ability damage or permanent ability drain (it does not heal ability drain caused by anything other than poison, however). If you use the spell to neutralize the poison in a poisonous creature or object, the duration is 1 hour per level rather than 10 minutes per level. If the spell is cast on a creature, the creature can negate the effect by succeeding at a Will saving throw.|<p>This spell functions as <i>neutralize poison</i>, except as noted here. You automatically succeed at all caster level checks to neutralize any poisons affecting the target creature. The spell also reverses all instantaneous or permanent effects caused by poisons, such as temporary ability damage or permanent ability drain (it does not heal ability drain caused by anything other than poison, however). If you use the spell to neutralize the poison in a poisonous creature or object, the duration is 1 hour per level rather than 10 minutes per level. If the spell is cast on a creature, the creature can negate the effect by succeeding at a Will saving throw.</p>|Dirty Tactics Toolbox|6|alchemist 6, bard 6, cleric/oracle 6, druid 5, inquisitor 6, witch 6|NULL|NULL|6|5|NULL|6|NULL|6|NULL|6|6|6|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|5||||||0
Nex's Secret Workshop||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|abjuration||1 standard action|V, S, M (diamond dust worth 150 gp)|1|150|1|1|1|0|0|close (25 ft. + 5 ft./2 levels)||any number of creatures or objects in range|1 hour/level|0|0|Will negates (harmless, object)|yes (harmless, object)|||Designed to protect a large number of items from rivals of the Arclords of Nex, this spell functions as nondetection except as noted above. You can exclude any creatures or objects in the spell's range when casting this spell, if you wish.|<p>Designed to protect a large number of items from rivals of the Arclords of Nex, this spell functions as <i>nondetection</i> except as noted above. You can exclude any creatures or objects in the spell's range when casting this spell, if you wish.</p>|Inner Sea Intrigue|5|medium 4, mesmerist 5, occultist 5, psychic 5, sorcerer/wizard 5, spiritualist 5, summoner 5|5|5|NULL|NULL|NULL|NULL|NULL|NULL|5|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|5|4|5|5|5|NULL|NULL|NULL||||||0
Night Blindness|curseUM|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|necromancy||1 standard action|V|0|NULL|1|0|0|0|0|medium (100 ft. + 10 ft./level)||one living creature|1 day/level|1|0|Will negates (harmless)|no|||Your target's vision becomes impaired as if the light level were one step lower, treating bright light as normal light, normal light as dim light, and dim light as darkness. In addition, the subject gains no benefit from darkvision, low-light vision, or the see in darkness ability. The subject gains a +4 bonus on saving throws to resist the blind or dazzled condition caused by bright light (such as flare). Remove blindness/deafness dispels night blindness.|<p>Your target's vision becomes impaired as if the light level were one step lower, treating bright light as normal light, normal light as dim light, and dim light as darkness. In addition, the subject gains no benefit from darkvision, low-light vision, or the see in darkness ability. The subject gains a +4 bonus on saving throws to resist the blind or dazzled condition caused by bright light (such as flare). <i>Remove blindness/deafness</i> dispels <i>night blindness</i>.</p>|Black Markets|1|antipaladin 1, bard 1, bloodrager 1, cleric/oracle 2, mesmerist 1, psychic 1, shaman 2, sorcerer/wizard 1, spiritualist 2, witch 1|1|1|2|NULL|NULL|1|NULL|NULL|NULL|1|NULL|2|1|NULL|NULL|1|2|1|NULL|1|NULL|2|NULL|NULL|NULL||||||0
Night of Blades||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|evocation||1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)|||1 minute/level|1|0|Reflex half|yes|wall of blades up to 10 ft. long/level and 10 ft. tall||Useful primarily to those who skulk in the darkness, this spell is a temporary trap for the unwary. You create an immobile wall of tiny black blades that whirl and tear into creatures like a cyclone. Anyone who enters this space takes 1d4 points of damage per caster level (maximum 10d4), though a successful Reflex save halves the damage. The spell cannot be cast so that it appears in a space already occupied by Small or larger creatures.|<p>Useful primarily to those who skulk in the darkness, this spell is a temporary trap for the unwary. You create an immobile wall of tiny black blades that whirl and tear into creatures like a cyclone.</p><p>Anyone who enters this space takes 1d4 points of damage per caster level (maximum 10d4), though a successful Reflex save halves the damage. The spell cannot be cast so that it appears in a space already occupied by Small or larger creatures.</p>|Inner Sea Gods|3|antipaladin 4, inquisitor 3, ranger 4, sorcerer/wizard 3, summoner 3|3|3|NULL|NULL|4|NULL|NULL|NULL|3|NULL|3|NULL|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4||||||0
Night Terrors|emotionUM, evil, mind-affecting|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|illusion|phantasm|1 standard action|V, S, M/DF (a drop of black ink)|0|NULL|1|1|1|0|1|touch||intelligent creature touched|1 day/level|1|0|Will negates|yes||Disturb a creature’s rest with dark dreams.|The target of this spell gains no benefit from normal or magical sleep, writhing in a series of nightmares that torture its psyche and diminish its ability to perform strenuous tasks. The target doesn't heal ability or hit point damage naturally and can't prepare spells or regain spell slots. After one night of poor sleep, the target is fatigued (or exhausted if it was fatigued before trying to rest). A creature affected by this spell doesn't recover from the fatigued or exhausted condition inflicted by this spell after resting, nor do spells such as lesser restoration provide any respite. Each restless night, the target takes 1d4 points of Wisdom damage, which also can't be recovered by magic while night terrors is active. The images from previous nightmares continue to haunt the target's mind while awake. If the target has rested at least once while affected by night terrors and then becomes subjected to a fear condition, the target experiences the next higher level of fear than it would normally. However, per the alternate rules for fear (see page 10), this spell cannot cause a lesser state of fear to become a greater one. If the effect causing the fear condition doesn't usually stack with other fear effects, the target's level of fear does not increase. This aspect of the spell is a fear effect. The affected creature can attempt a new saving throw once per day to end night terrors, but multiple attempts to rest in a given day do not afford the target multiple saves. A creature that successfully saves against night terrors ends the spell and rests normally that night but gains the benefits of only that night's rest, not any benefits missed on previous nights. If your campaign uses the sanity system (see page 12), the target takes 1d8 points of sanity damage instead of Wisdom damage.|<p>The target of this spell gains no benefit from normal or magical sleep, writhing in a series of nightmares that torture its psyche and diminish its ability to perform strenuous tasks. The target doesn't heal ability or hit point damage naturally and can't prepare spells or regain spell slots. After one night of poor sleep, the target is fatigued (or exhausted if it was fatigued before trying to rest). A creature affected by this spell doesn't recover from the fatigued or exhausted condition inflicted by this spell after resting, nor do spells such as <i>lesser restoration</i> provide any respite. Each restless night, the target takes 1d4 points of Wisdom damage, which also can't be recovered by magic while <i>night terrors</i> is active. The images from previous nightmares continue to haunt the target's mind while awake. If the target has rested at least once while affected by <i>night terrors</i> and then becomes subjected to a fear condition, the target experiences the next higher level of fear than it would normally. However, per the alternate rules for fear (see page 10), this spell cannot cause a lesser state of fear to become a greater one. If the effect causing the fear condition doesn't usually stack with other fear effects, the target's level of fear does not increase. This aspect of the spell is a fear effect. The affected creature can attempt a new saving throw once per day to end <i>night terrors</i>, but multiple attempts to rest in a given day do not afford the target multiple saves. A creature that successfully saves against <i>night terrors</i> ends the spell and rests normally that night but gains the benefits of only that night's rest, not any benefits missed on previous nights. If your campaign uses the sanity system (see page 12), the target takes 1d8 points of sanity damage instead of Wisdom damage.</p>|Horror Adventures|6|bard 6, mesmerist 6, psychic 6, sorcerer/wizard 6, witch 6|6|6|NULL|NULL|NULL|6|NULL|NULL|NULL|6|NULL|NULL|NULL|NULL|NULL|NULL|NULL|6|NULL|6|NULL|NULL|NULL|NULL|NULL||||||0
Nightmare|mind-affecting, evil|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|illusion|phantasm|10 minutes|V, S|0|NULL|1|1|0|0|0|unlimited||one living creature|instantaneous|0|0|Will negates; see text|yes||Sends vision dealing 1d10 damage, fatigue.|You send a hideous and unsettling phantasmal vision to a specific creature that you name or otherwise specifically designate. The nightmare prevents restful sleep and causes 1d10 points of damage. The nightmare leaves the subject fatigued and unable to regain arcane spells for the next 24 hours. The difficulty of the save depends on your knowledge the subject and the physical connection (if any) you have to that creature. Knowledge Will Save Modifier None* +10 Secondhand (you have heard of the subject) +5 Firsthand (you have met the subject) +0 Familiar (you know the subject well) -5 *You must have some sort of connection to a creature of which you have no knowledge. Connection Will Save Modifier Likeness or picture -2 Possession or garment -4 Body part, lock of hair, bit of nail, etc. -10 Dispel evil cast on the subject while you are casting the spell dispels the nightmare and causes you to be stunned for 10 minutes per caster level of the dispel evil. If the recipient is awake when the spell begins, you can choose to cease casting (ending the spell) or to enter a trance until the recipient goes to sleep, whereupon you become alert again and complete the casting. If you are disturbed during the trance, you must succeed on a concentration check as if you were in the midst of casting a spell or the spell ends. If you choose to enter a trance, you are not aware of your surroundings or the activities around you while in the trance. You are defenseless, both physically and mentally, while in the trance. (You always fail Reflex and Will saving throws, for example.) Creatures who don't sleep (such as outsiders) or dream are immune to this spell.|<p>You send a hideous and unsettling phantasmal vision to a specific creature that you name or otherwise specifically designate.</p><p>The <i>nightmare</i> prevents restful sleep and causes 1d10 points of damage. The <i>nightmare</i> leaves the subject fatigued and unable to regain arcane spells for the next 24 hours.</p><p>The difficulty of the save depends on your knowledge the subject and the physical connection (if any) you have to that creature.</p> <table><thead><tr><th>Knowledge</th><th>Will Save Modifier</th></tr></thead><tbody><tr><td>None*</td><td>+10</td></tr><tr><td>Secondhand (you have heard of the subject)</td><td>+5</td></tr><tr><td>Firsthand (you have met the subject)</td><td>+0</td></tr><tr><td>Familiar (you know the subject well)</td><td>–5</td></tr></tbody><thead><tr><th>Connection</th><th>Will Save Modifier</th></tr></thead><tbody><tr><td>Likeness or picture</td><td>–2</td></tr><tr><td>Possession or garment</td><td>–4</td></tr><tr><td>Body part, lock of hair, bit of nail, etc.</td><td>–10</td></tr></tbody><tfoot><tr><td colspan="2">*You must have some sort of connection to a creature of which you have no knowledge.</td></tr></tfoot></table> <i>Dispel evil</i> cast on the subject while you are casting the spell dispels the <i>nightmare</i> and causes you to be stunned for 10 minutes per caster level of the <i>dispel evil</i>.</p><p>If the recipient is awake when the spell begins, you can choose to cease casting (ending the spell) or to enter a trance until the recipient goes to sleep, whereupon you become alert again and complete the casting. If you are disturbed during the trance, you must succeed on a concentration check as if you were in the midst of casting a spell or the spell ends.</p><p>If you choose to enter a trance, you are not aware of your surroundings or the activities around you while in the trance.</p><p>You are defenseless, both physically and mentally, while in the trance. (You always fail Reflex and Will saving throws, for example.) Creatures who don't sleep (such as outsiders) or dream are immune to this spell.</p>|PFRPG Core|5|bard 5, sorcerer/wizard 5, alchemist 5, psychic 5, mesmerist 5, spiritualist 5|5|5|NULL|NULL|NULL|5|NULL|5|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|5|NULL|5|NULL|5|NULL|NULL|NULL|Madness (5), Night (6)|||The spell's damage increases to 4d6 points of damage, and the target is also shaken for 24 hours.|Augmented (6th): You can deliver a mind-affecting spell through a mythic nightmare. The maximum level of the delivered spell is equal to half your tier, and you must expend one use of mythic power for each spell level of the imbued spell in addition to the one use needed to cast mythic nightmare. You choose whether the delivered spell affects the creature immediately or when it awakens. The delivered spell affects only the target, even if it normally affects multiple creatures or an area.|1
Nine Lives||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|abjuration||1 standard action|V, S, M/DF (a cat's whisker)|0|NULL|1|1|1|0|1|touch||one creature touched|1 hour/level|0|0|Will negates (harmless)|yes (harmless)|||Despite its name, this powerful ward does not grant the target multiple lives, but rather gives the target the ability to get out of trouble and relieves harmful effects and conditions. For the spell's duration, the target can use any of the following abilities as an immediate action, but only up to a total of nine times, at which point the spell ends. Cat's Luck: The target can use this ability when it fails a saving throw. The target can reroll the failed saving throw, but must take the new result even if it is worse. Fortitude: The target uses this ability when a critical hit or sneak attack is scored against it. The critical hit or sneak attack is negated and the damage is instead rolled normally. Rejuvenate: The target uses this ability when it is reduced to 0 or fewer hit points. The target is instantly healed 3d6 points of damage. If enough hit points are regained to bring the target to positive hit points, it does not fall unconscious. If it is not enough to leave the target with positive hit points, the target automatically stabilizes. Both of these effects work even if the damage was originally enough to kill the target. Shake Off: The target uses this ability when it is under the effects of any of the following conditions: blinded, confused, cowering, dazed, dazzled, entangled, exhausted, fatigued, frightened, nauseated, panicked, shaken, sickened, or staggered. Using this ability ends one of those conditions. Shimmy Out: The target uses this ability when it is grappled or pinned. The target automatically escapes the grapple as if it had succeeded at an Escape Artist check to escape the grapple. Stay Up: The target uses this ability when it is tripped or otherwise knocked prone. The target steadies itself and stays upright.|<p>Despite its name, this powerful ward does not grant the target multiple lives, but rather gives the target the ability to get out of trouble and relieves harmful effects and conditions. For the spell's duration, the target can use any of the following abilities as an immediate action, but only up to a total of nine times, at which point the spell ends. Cat's Luck: The target can use this ability when it fails a saving throw. The target can reroll the failed saving throw, but must take the new result even if it is worse. <i>Fortitude</i>: The target uses this ability when a critical hit or sneak attack is scored against it. The critical hit or sneak attack is negated and the damage is instead rolled normally. <i>Rejuvenate</i>: The target uses this ability when it is reduced to 0 or fewer hit points. The target is instantly healed 3d6 points of damage. If enough hit points are regained to bring the target to positive hit points, it does not fall unconscious. If it is not enough to leave the target with positive hit points, the target automatically stabilizes. Both of these effects work even if the damage was originally enough to kill the target. <i>Shake Off</i>: The target uses this ability when it is under the effects of any of the following conditions: blinded, confused, cowering, dazed, dazzled, entangled, exhausted, fatigued, frightened, nauseated, panicked, shaken, sickened, or staggered. Using this ability ends one of those conditions. <i>Shimmy Out</i>: The target uses this ability when it is grappled or pinned. The target automatically escapes the grapple as if it had succeeded at an Escape Artist check to escape the grapple. <i>Stay Up</i>: The target uses this ability when it is tripped or otherwise knocked prone. The target steadies itself and stays upright.</p>|Advanced Race Guide|8|cleric/oracle 8, witch 8|NULL|NULL|8|NULL|NULL|NULL|NULL|NULL|NULL|8|NULL|8|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Nixie's Lure|mind-affecting, sonic|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|enchantment|charm|1 standard action|V, S|0|NULL|1|1|0|0|0|300 ft.||all creatures within a 300-ft.-radius burst centered on you|concentration + 1 round/level|1|0|Will negates|yes|||This spell creates an unearthly and infectious song that seductively summons all who hear it. Nixie's lure affects a maximum of 24 Hit Dice of creatures. Creatures in the area who fail their saves are lured by the song and move toward you using the most direct means available. If the path leads them into a dangerous area such as through fire or off a cliff, the creatures each receive a second saving throw to end the effect before moving into peril. Creatures lured by the spell's song can take no actions other than to defend themselves. A victim within 5 feet of you simply stands still and for the duration of the spell remains fascinated.|<p>This spell creates an unearthly and infectious song that seductively summons all who hear it. Nixie's lure affects a maximum of 24 Hit Dice of creatures. Creatures in the area who fail their saves are lured by the song and move toward you using the most direct means available. If the path leads them into a dangerous area such as through fire or off a cliff, the creatures each receive a second saving throw to end the effect before moving into peril. Creatures lured by the spell's song can take no actions other than to defend themselves. A victim within 5 feet of you simply stands still and for the duration of the spell remains fascinated.</p>|Advanced Race Guide|4|bard 3, druid 4, sorcerer/wizard 4, summoner 4, witch 4, psychic 3, mesmerist 3|4|4|NULL|4|NULL|3|NULL|NULL|4|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3|NULL|3|NULL|NULL|NULL|NULL|4||||||0
Node of Blasting|mind-affecting|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|abjuration||1 standard action|V|0|NULL|1|0|0|0|0|touch||one touched object weighing no more than 10 lbs.|permanent until discharged|1|0|Will partial; see text|no||Place a trap on an object to mentally damage a creature that touches it.|You imbue an object with psychic energy. The node of blasting unleashes a mental blast when a creature with a mind touches the object, dealing 6d6 points of damage to the creature touching the object and causing the creature to be staggered for 1 minute. A successful saving throw halves the damage and negates the staggered condition. Magic traps such as node of blasting are hard to detect and disable. A character with the trapfinding class feature can use Disable Device to thwart node of blasting. The DCs to find a node of blasting using Perception and to disable it using Disable Device are both equal to 25 + the spell's level. Additionally, a creature with the read aura occult skill unlock (see page 197) can attempt the same Perception check to notice a node of blasting.|<p>You imbue an object with psychic energy. The <i>node of blasting</i> unleashes a mental blast when a creature with a mind touches the object, dealing 6d6 points of damage to the creature touching the object and causing the creature to be staggered for 1 minute. A successful saving throw halves the damage and negates the staggered condition. Magic traps such as <i>node of blasting</i> are hard to detect and disable. A character with the trapfinding class feature can use Disable Device to thwart <i>node of blasting</i>. The DCs to find a <i>node of blasting</i> using Perception and to disable it using Disable Device are both equal to 25 + the spell's level. Additionally, a creature with the read aura occult skill unlock (see page 197) can attempt the same Perception check to notice a <i>node of blasting</i>.</p>|Occult Adventures|NULL|medium 3, mesmerist 3, occultist 2, psychic 3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3|3|3|2|NULL|NULL|NULL|NULL||||||0
Nondetection||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|abjuration||1 standard action|V, S, M (diamond dust worth 50 gp)|1|50|1|1|1|0|0|touch||creature or object touched|1 hour/level|0|0|Will negates (harmless, object)|yes (harmless, object)||Hides subject from divination, scrying.|The warded creature or object becomes difficult to detect by divination spells such as clairaudience/clairvoyance, locate object, and detect spells. Nondetection also prevents location by such magic items as crystal balls. If a divination is attempted against the warded creature or item, the caster of the divination must succeed on a caster level check (1d20 + caster level) against a DC of 11 + the caster level of the spellcaster who cast nondetection. If you cast nondetection on yourself or on an item currently in your possession, the DC is 15 + your caster level. If cast on a creature, nondetection wards the creature's gear as well as the creature itself.|<p>The warded creature or object becomes difficult to <i>detect</i> by divination spells such as <i>clairaudience/clairvoyance, locate object,</i> and <i>detect</i> spells. <i>Nondetection</i> also prevents location by such magic items as <i>crystal ball</i>s. If a divination is attempted against the warded creature or item, the caster of the divination must succeed on a caster level check (1d20 + caster level) against a DC of 11 + the caster level of the spellcaster who cast <i>nondetection</i>. If you cast <i>nondetection</i> on yourself or on an item currently in your possession, the DC is 15 + your caster level.</p><p>If cast on a creature, <i>nondetection</i> wards the creature's gear as well as the creature itself.</p>|PFRPG Core|3|ranger 4, sorcerer/wizard 3, alchemist 3, summoner 3, inquisitor 3, antipaladin 3, occultist 3, psychic 3, mesmerist 3, spiritualist 3|3|3|NULL|NULL|4|NULL|NULL|3|3|NULL|3|NULL|3|NULL|NULL|NULL|NULL|3|NULL|3|3|3|NULL|NULL|4|Trickery (3)|||||0
Nondetection, Communal||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|abjuration||1 standard action|V, S, M (diamond dust worth 25 gp per target)|1|25|1|1|1|0|0|touch||creatures or objects touched|1 hour/level|0|0|Will negates (harmless, object)|yes (harmless, object)||As nondetection, but you may divide the duration among creatures touched.|This spell functions like nondetection, except you divide the duration in 1-hour increments among the creatures or objects touched.|<p>This spell functions like <i>nondetection</i>, except you divide the duration in 1-hour increments among the creatures or objects touched.</p>|Ultimate Combat|4|antipaladin 4, sorcerer/wizard 4, occultist 4, psychic 4, mesmerist 4|4|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4|NULL|NULL|NULL|NULL|4|NULL|4|4|NULL|NULL|NULL|NULL||||||0
Nondetection, Lesser||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|abjuration||1 standard action|V, S, M (a drop of mercury)|0|NULL|1|1|1|0|0|close (25 ft. + 5 ft./2 levels)||creature touched|1 minute/level|0|0|Will negates (harmless)|no|||This spell functions like nondetection, except it blocks the effects of only divination spells and effects that target an area, rather than you or an object in your possession specifically. For example, lesser nondetection doesn't ward you against a spellcaster who is attempting to scry on you with the scrying spell or find an object in your possession with locate object, but it does protect you against effects that target an area you happen to be in, such as detect spells or clairaudience/clairvoyance.|<p>This spell functions like <i>nondetection</i>, except it blocks the effects of only divination spells and effects that target an area, rather than you or an object in your possession specifically. For example, lesser <i>nondetection</i> doesn't ward you against a spellcaster who is attempting to scry on you with the <i>scrying</i> spell or find an object in your possession with <i>locate object</i>, but it does protect you against effects that target an area you happen to be in, such as detect spells or <i>clairaudience/clairvoyance</i>.</p>|Magic Tactics Toolbox|2|alchemist 2, antipaladin 2, inquisitor 2, ranger 3, sorcerer/wizard 2, summoner 2|2|2|NULL|NULL|3|NULL|NULL|2|2|NULL|2|NULL|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3||||||0
Numerological Evocation||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|evocation||1 standard action|V, S|0|NULL|1|1|0|0|0|see text||see text|instantaneous|0|0|Reflex half|yes|||You can use the Path of Numbers to calculate the latent magical energies all around you and fire customized rays of elemental energy that damage nearby targets. Roll 1d6 per 2 caster levels you possess. This is your dice pool. You will use each die in the pool exactly once to customize numerological evocation. Choose a number of dice in the pool, and match their results to the values in the first column of the Eight Basic Energies table to determine the types of energy damage the spell deals. You can allocate any number of dice in this manner, provided you still have enough dice remaining for the subsequent steps. Next, allocate one of the dice to represent the total number of target creatures you can affect, including the initial target. No matter how many creatures you are eligible to affect, no two affected creatures can be more than 15 feet apart. Next, allocate any number of the dice to represent the range of numerological resistance. The range of the spell is 10 x the sum of the allocated dice. Finally, add up the results of the dice remaining in the pool. This is the amount of damage that numerological evocation deals to the first creature hit. A successful Reflex save halves this damage. Secondary targets take 50% of the damage dealt to the first creature hit (rounded up), and successful Reflex saves negate this damage.|<p>You can use the Path of Numbers to calculate the latent magical energies all around you and fire customized rays of elemental energy that damage nearby targets. Roll 1d6 per 2 caster levels you possess. This is your dice pool. You will use each die in the pool exactly once to customize <i>numerological evocation</i>. Choose a number of dice in the pool, and match their results to the values in the first column of the Eight Basic Energies table to determine the types of energy damage the spell deals. You can allocate any number of dice in this manner, provided you still have enough dice remaining for the subsequent steps.</p><p>Next, allocate one of the dice to represent the total number of target creatures you can affect, including the initial target. No matter how many creatures you are eligible to affect, no two affected creatures can be more than 15 feet apart. Next, allocate any number of the dice to represent the range of <i>numerological resistance</i>. The range of the spell is 10 x the sum of the allocated dice. Finally, add up the results of the dice remaining in the pool. This is the amount of damage that <i>numerological evocation</i> deals to the first creature hit. A successful Reflex save halves this damage. Secondary targets take 50% of the damage dealt to the first creature hit (rounded up), and successful Reflex saves negate this damage.</p>|Occult Mysteries|3|magus 3, sorcerer/wizard 3, witch 4|3|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4|NULL|NULL|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Numerological Resistance||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|abjuration||1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)||see text|see text|0|0|none|no|||Numerological resistance allows numerologists to use the Path of Numbers to grant their allies resilience in the face of elemental dangers. Roll 5d8; this is your dice pool. You will use each die in the pool exactly once to customize numerological resistance. Choose one of the dice, and match its result to the appropriate value in the first column of the Eight Basic Energies table to determine the type of energy to which numerological resistance grants resistance. Next, allocate one of the dice to represent the number of creatures you can affect with numerological resistance (including yourself). All of these creatures must be within the spell's range. Then allocate one of the dice to represent the number of rounds numerological resistance lasts. Finally, sum the remaining two dice. This is the number of points of resistance that numerological resistance grants.|<p><i>Numerological resistance</i> allows numerologists to use the Path of Numbers to grant their allies resilience in the face of elemental dangers. Roll 5d8; this is your dice pool. You will use each die in the pool exactly once to customize <i>numerological resistance</i>.</p><p>Choose one of the dice, and match its result to the appropriate value in the first column of the Eight Basic Energies table to determine the type of energy to which <i>numerological resistance</i> grants resistance. Next, allocate one of the dice to represent the number of creatures you can affect with <i>numerological resistance</i> (including yourself). All of these creatures must be within the spell's range. Then allocate one of the dice to represent the number of rounds <i>numerological resistance</i> lasts. Finally, sum the remaining two dice. This is the number of points of resistance that <i>numerological resistance</i> grants.</p>|Occult Mysteries|3|cleric/oracle 3, sorcerer/wizard 3|3|3|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
