name|type|description|prerequisites|benefits|Metaconstruction|Convergence|Psionic|Surge|Technique|Cerulean_Seas|Item_Creation|Conduit|General|Gather_Power|Metapsionic|Kineticist|Akashic|Confluence|teamwork|Shifting|Combat|Metamagic|Heritage|Style|Mineralite_Racial|Projected_Form
Halobite|Cerulean_Seas|You metamorphose into a sea skater marine entobian.|nymphite, metamorph feat, character level 3.|you gain the following racial traits|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Hardy Brawler|Cerulean_Seas|You can shrug off non-lethal blows without effect.|con 13, uobei.|you gain dr against nonlethal damage equal to your constitution modifier.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Healing Molt|Cerulean_Seas|You can regenerate limbs when you molt. Note Molting is an 8-hour process, during which you have the disabled condition.|marine entobian|once per week, you can initiate a molt (shedding of your exoskeleton), during which you can regrow lost limbs, wings, and other body parts and regain all of your hit points.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Healing Spirit|Cerulean_Seas|Your summoned spirits are imbued with greater healing power.|spirit devotion class feature|whenever you summon a spirit aspect that heals allies or grants them temporary hit points, you may add your wisdom modifier to the amount healed or gained. if the spirit aspect already keys off of wisdom to determine the amount healed or gained, simply add the wisdom modifier again.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Hypnotic Eyes|Cerulean_Seas, Psionic|You can initiate a powerful hypnotic gaze attack.|naga|at the beginning of your turn, you may spend your psionic focus as a free action to initiate a powerful hypnotic gaze attack. any creature within 30 feet of you may be subject to your gaze. creatures thus affected who fail to make a will save (dc 12 + 1/2 your level) become fascinated with you for 2d4 rounds. targets that successfully resist your gaze attack become immune to your gaze for 24 hours.|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Ice in the Blood|Cerulean_Seas|Extreme cold heals you faster. You can heal up to 2 hit points per level per day with this ability, after which it ceases to function.|sisiutl, old icer feat.|you gain fast healing 2 for 1 round anytime you take cold damage (whether or not this cold damage gets through your cold resistance).|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Icy Berserker|Cerulean_Seas|When you enter your barbarian rage, your body becomes infused with cold energy.|ability to rage.|as long as you are under the effects of a barbarian rage, you gain the cold subtype. you gain immunity to cold but have vulnerability to steam.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Icy Grasp|Cerulean_Seas|You deal extra cold damage while lightly armored and grappling.|ice elf|if you are wearing light or no armor, you deal an extra 1d6 cold damage on a successful grapple attack to deal damage.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Imp Mastery|Cerulean_Seas|You have mastered control of the remora imp.|trueform subtype, remora imp tool use ability.|you gain one additional remora imp that you can control. in addition, you can put one or more of your imps into reserve. these imps will follow at a distance of up to a mile and generally stay out of sight, but be recoverable within 3d6 minutes with a simple command in pelagic. reserve imps still count towards the limit of imps that you can control.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Implanted Bioluminescence|Cerulean_Seas|You have successfully incorporated bioluminescent zooplankton into your body|medusian race.|you can control the intensity of your bioluminescent light from no light at all, up to the intensity and functionality of a hooded lantern.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Improved Force Manipulation|Cerulean_Seas|Your force manipulation ability grows stronger and more nimble. Special You can take this feat two additional times, for a maximum bonus of +6 (and scores not exceeding 16). Normal Your force manipulation ability has a Strength and Dexterity score of 10.|trueform subtype, force manipulation tool use ability.|the effective strength and dexterity score of your force manipulation ability increases by 2 points.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Improvisational Artist|Cerulean_Seas|You may draw materials from your surroundings to create your art.|woggle, racial bonus to a craft skill.|when you craft an item using the craft skill with a racial bonus, you can pay 1/4 of the items price for the raw material cost. you must still succeed at the appropriate dc check, and the work takes the same amount of time as a normal item. if you fail the craft check by 5 or more, you ruin all the raw materials and must begin again.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Indissoluble Will|Cerulean_Seas, Psionic|Your Will save remains unaffected by effects that specifically target it.|melusine|spend you psionic focus as an immediate action to ignore all penalties to your will save for a number of turns equal to your character level.|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Innate Talent|Cerulean_Seas|Your talent is instinctual and its unlikely for you to fail at it.|woggle, racial bonus to a craft or perform skill.|once per day, when you use a craft or perform skill with a racial bonus, roll twice and keep the best roll.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Innate Two-Weapon Fighting|Cerulean_Seas|Each head can control a melee attack independently, eliminating penalties for attacking with a light weapon in each hand.|sisiutl, two-weapon fighting, dex 15.|you do not take a penalty on attack rolls for fighting with two light weapons.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Inspire Courage|Cerulean_Seas|Your presence bolsters your allies against fear.|morgen, cha 15.|you grant allies within 50 feet of you a +2 morale bonus to saving throws versus fear effects.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Inspire Lust|Cerulean_Seas|You can use your spell-like ability more often. Special You can take this feat multiple times, adding an additional casting per day.|morgan|you can use your unnatural lust spell- like ability one additional time per day.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Iron Shell (feat)|Cerulean_Seas|Your carapace is especially thick. Special You can take this feat three additional times, each time adding +1 to your natural armor bonus, to a maximum of +6.|sea kappa.|you gain an additional +1 natural armor bonus for having an exceptionally thick carapace.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Jet Away|Cerulean_Seas|You can spirit away at amazing speeds. Special You can take this feat multiple times, gaining an additional jet per day each time.|sunken relluk.|once per day, you can jet away as a full round action, at a speed of 120 feet. you must move in a straight line, but do not provoke attacks of opportunity while jetting.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kami/Oni Touched|Cerulean_Seas|Resistance to holy or unholy energy comes from either your kami or oni heritage.|spirit folk.|when you take this feat, you must choose either kami (good) or oni (evil) and this choice cannot be opposite to your own alignment. you gain spell resistance (sr) equal to 5 + your level against spells and spell-like abilities with the chosen alignment descriptor, as well as any spells and spell-like abilities cast by outsiders with the subtype equal to your chosen alignment descriptor.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Koi Shape|Cerulean_Seas|You inherited some innate magic from your mother.|hitogoi.|you have the supernatural ability to assume the appearance and mobility of a medium-sized koi fish (swim 60 ft, racial buoyancy -25b). you gain a +10 racial bonus on disguise checks made to appear as a normal fish. changing shape is a standard action. this trait otherwise functions as alter self, save that you do not adjust your ability scores.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Kuls Intuition|Cerulean_Seas|You get a second chance to disable a device.|agloolik, 3 ranks in disable device.|if you fail a disable device check to disable a trap or open a lock, you may immediately reroll and use the second result instead. this effect is used as an immediate action after the first check is attempted but before the results are revealed by the gm.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Land Delver|Cerulean_Seas|You have trained yourself to breathe air.|chronopterid race.|you gain lungs and the ability to breathe air indefinitely. you still retain your gills as well, effectively becoming amphibious.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Lethocite|Cerulean_Seas|You metamorphose into a water bug marine entobian.|nymphite, metamorph feat, character level 6.|you gain the following racial traits|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Libellite|Cerulean_Seas|You metamorphose into a dragonfly entobian.|nymphite, metamorph feat, character level 7.|you gain the following racial traits|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Limit Mutation|Cerulean_Seas|You can further limit the number of random choices for your Daily Form racial trait.|aqua-xax.|before you roll for your daily form for the day, choose and write down three numbers from 1 to 10. you may reroll for your daily form racial trait if any number that you have written down is rolled.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Liquefy|Cerulean_Seas, Psionic|Once per day, you can turn to liquid and escape bonds and grapples.|asrai|once per day, you may spend your psionic focus as a swift action to automatically escape a grapple or free yourself from any bonds or shackles.|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Liquid Body (feat)|Cerulean_Seas, Psionic|You are less susceptible to critical hits.|asrai|you have learned how to let massive shock flow through your body without causing great damage to you. while you are psionically focused, any critical threats made against you only confirm if the second roll results in a natural 20 on the die.|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Luck of the Beast|Cerulean_Seas|You call upon animal instinct to avoid bad situations.|anumi, 6th level, and either the bestial fortitude racial trait or the bestial reflexes racial trait.|if bestial fortitude is granted by your subrace, once per day, you may reroll a failed fortitude save. if bestial reflexes is granted by your subrace, once per day, you may reroll a failed reflex save. this effect is used as an immediate action after the first save is attempted, but before the results are revealed by the gm. the anumi must take the second result, even if it is worse. this does not stack with other abilities that let you reroll saving throws.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Magic of the Fey|Cerulean_Seas|You gain a minor spell-like ability. Special You may take this feat multiple times, each time choosing a different 0th level spell.|feykith subtype, cha 15.|choose a 0th level spell. you may cast this spell once per day as a caster equal to your character level. the dc (if any) is 10 + charisma modifier.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Manifest Form|Cerulean_Seas|You can assume the form of an animal that you resemble. Your options for new form include all creatures with the animal type that can be considered the same subrace as you are, and one that you are familiar with. For example, a carniform anumi can become any animal type of seal or otter that the character has encountered. Changing form (to animal or back) is a standard action and doesnt provoke an attack of opportunity.|anumi, 12th level, wis 13.|you gain a spell-like racial ability that functions like the beast shape i spell, except as noted here. you may use this ability once per day. the effect lasts for 1 hour, or until you change back.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Manipulate Probability|Cerulean_Seas|Through sheer will, you can make yourself less likely to fail at one task.|aqua-xax, wis 13.|a number of times per day equal to your wisdom modifier, you may roll 5d4 in the place of a d20 for a skill check, saving throw, or roll to hit.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Many Faces|Cerulean_Seas|You can change your appearance several times per day.|apsara with minor metamorphosis psi-like ability.|you can use minor metamorphosis a number of times per day equal to half your character level.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Maridian Envoy|Cerulean_Seas|You work well with marids.|genai.|you gain a +4 racial bonus on bluff, diplomacy, and sense motive checks when dealing with marids.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Master of Art|Cerulean_Seas|Even the most lackadaisical artistic effort yields masterful results.|woggle, racial bonus to a craft or perform skill.|when you use craft or perform skill with a racial bonus and take 10 with this skill, treat your die result as a 15 instead.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Merform|Cerulean_Seas|You can assume a merfolk-like form.|anumi, species with fish or dolphin-like tail, fins & flippers feat, wis 13.|for a number of rounds per day equal to your level (which do not need to be taken consecutively), as a spell-like ability, your lower half becomes like your base animal and you gain that animals swim speed (both adjusted for size). the effects are otherwise similar to an alter self spell.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Metamorph (feat)|Cerulean_Seas|You start your journey of transformation. In addition, you gain lungs and retain the ability to breathe air even after you take a metamorphosis feat. During this time of your life you are truly amphibious, possessing both gills and lungs allows you to breathe air and water with equal ease. You lose your gills after you take a metamorphosis feat.|marine entobian who has not taken a metamorphosis feat or the neotonite feat, character level 2.|you may take a metamorphosis feat as soon as you qualify for one.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mid-day Form Change|Cerulean_Seas|Once per day, you can change your form as if it were sunrise.|aqua-xax, retune form|once per day, as a full-round action that provokes an attack of opportunity, you can invoke a change of form as if it were the sunrise of a new day. regardless of the time before sunrise, the next sunrise will still provoke your daily form racial trait normally.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Midwinter Hide|Cerulean_Seas|Your hide has grown particularly thick and insulated.|thanor|you gain an additional +1 natural armor bonus and cold resistance 5.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Might and Magic|Cerulean_Seas, Psionic|You gain a minor spell-like ability. Special You may take this feat multiple times, each time choosing a different 1st level spell each time.|feykith subtype, manifester level 3rd|choose a 1st level enchantment spell from the wizard/sorcerer spell list. by expending a number of power points equal to or less than your level, you may cast this spell once per day. the caster level is equal to the number of power points spent. the dc (if any) is 10 + your charisma modifier.|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mightier Roots|Cerulean_Seas|Your gripping roots ability has become much stronger.|nelumbu.|as a move-equivalent action that does not provoke an attack of opportunity, you can root yourself in place onto any unyielding surface. while rooted, you receive a +3 circumstance bonus (in addition to your racial bonus) to your combat maneuver defense when resisting a bull rush or trip attempt. if you move or are moved from the square in which you initiated this ability, the bonus ends.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mind Venom|Cerulean_Seas, Psionic|Your bite introduces venom that makes your victims more susceptible to your telepathic attacks. Mind Venominjury; save Fort DC 12 + 1/2 your level; frequency 1/round for 6 rounds; effect 1d2 Wis damage. In addition, anyone under the influence of your venom takes a -2 penalty to all Will saves against your psionic powers. ; cure 3 saves.|naga|while you maintain psionic focus, your bite attack inflicts the following venom instead of the standard naga venom|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mireborn|Cerulean_Seas|You were born in an estuary, and are acclimated to both salt and freshwater.|marine entobian, 1st level.|you suffer no ill effects going to water with a different salinity level.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mismatched Gem|Cerulean_Seas|You can temporarily gain the effects of one power gem that is not of your set. Special You can take this feat multiple times, adding one round per day each time you take this feat.|sunken relluk.|replace one power gem with another power gem of a different type. once per day as a free-action, for one round you gain the of the odd power gem and lose the of the set. at the end of the round, the return to normal. you can only have one mismatched gem at a time. switching gems takes 3 rounds of full-round actions, and is generally done outside of combat.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mob Mentality|Cerulean_Seas|Use your safety in numbers to give you a bonus to attack instead of defense.|safety in numbers class feature.|at the beginning of your round if you are ing from your safety in numbers class feature, you can allot some or all your dodge bonus for that entire round from this ability to a morale bonus on the attack roll for your first attack during that round.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Money Is Power|Cerulean_Seas|By consuming gold, you can become stronger, quicker, or healthier.|chrysopsaro.|as a standard action once per day, you may consume 100 gold pieces to add a +4 enhancement bonus to either strength, constitution, or dexterity for 1 minute per character level. the ability score that this feat affects is chosen at the time of consumption.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mordent Mouth|Cerulean_Seas|Your bite is somewhat acidic.|marine entobian, bite attack.|you do an additional point of acid damage upon dealing a successful bite attack.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Muckdweller|Cerulean_Seas|You can burrow through the sea floor.|marine entobian.|you gain a burrow speed of 20 feet through mud, silt or sand only.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Multitalented|Cerulean_Seas|You are innately talented in many areas. Special You can take this feat multiple times, applying it to a different skill each time.|woggle.|choose a craft or perform skill from those listed in your artistic genius racial trait (different from the one you chose at character creation) and gain an additional skill rank and a +2 racial bonus to skill rolls for that skill. the skill is chosen at the time of taking this feat and cannot be changed.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Multiweapon Maniac|Cerulean_Seas|You can wield an additional weapon. You can also use your hands for other purposes that require free hands. Special If you have a Strength score of 18 or more, you can take this feat one additional time, effectively conveying the use of 4 arms with your hand-equivalent tool use ability.|squibbon race, advanced arm use feat, str 15.|you can wield an additional weapon as though you had an extra arm, but only one hand is your primary hand, and all others are off hands.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mutant Visage|Cerulean_Seas|You were born with some particularly disturbing features.|eifelian, 1st level.|your creepy appearance racial trait is twice as strong. non-eifelian humanoids take a 2 penalty on saving throws against spells you cast that cause confusion or fear. in addition, you gain a +4 racial bonus on intimidate checks to demoralize.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mystical Attunement|Cerulean_Seas|You have mastered the elements within.|lesser kamigei|you gain resistance 5 acid. if you already have that, then you instead gain resistance 5 to one of the following energy types that correspond to the other mystical element that you have ties to cold (air), electricity (metal), sonic (wood), or steam (fire).|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Mystical Resistance|Cerulean_Seas|You become more resilient against your chosen element.|character level 7th, lesser kamigei|you gain +5 energy resistance to the energy resistance type that you chose at 1st level.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Natural Instinct|Cerulean_Seas|You can access your natural instincts of nature and survival.|aquatic anumi race, anthromorph subtype, or trueform subtype.|you get a +2 racial bonus on all knowledge (nature) checks and survival checks. if you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Neotonite|Cerulean_Seas|You grow but retain your nymphite form and abilities. Special Much like metamorphosis, the nymphite prepares by eating a huge feast of rare seaweed followed by meditation. Eight hours later, you shed your exoskeleton and expand to Medium size. Determine your new size using the neotonite entry under Marine Entobian Vital Statistics. After taking this feat, you cannot take a metamorphosis feat, but are still considered a nymphite (for feats and other qualifications).|nymphite, metamorph feat taken at an earlier level, character level 4.|you grow to medium size. increase the damage dice for your bite attack to 1d6. increase your swim speed to 40 feet. this change in size, speed, and damage is permanent. you may also choose a gender at this point, though it is not required of a neotonite.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Noterite|Cerulean_Seas|You metamorphose into a diving beetle entobian.|nymphite, metamorph feat, character level 5.|you gain the following racial traits|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Old Icer|Cerulean_Seas|Some sisiutl who have been icing for prolonged periods of time often begin to develop resistance to extremely cold temperatures. Special You can take the feat multiple times, gaining an additional cold resistance of 5 each time, to a maximum of cold resistance 20.|sisiutl.|you gain cold resistance 5.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Opportunist|Cerulean_Seas|"An opportunist will do anything and everything to fill their stomach. So long as their meal is at another creatures expense in one way or another. The opportunist adds Bluff to their list of class skills. This alters the opportunists class skills. An opportunist learns to shape the magical power known as akasha into powerful veils, which are drawn from the eclipse veil list. They know and can shape any veil from this list. The DC for a saving throw against a veils abilities is 10 + the number of points of essence invested in the veil + the opportunist's Charisma modifier. They can only shape a certain number of veils per day (see opportunist veils and essence table). Veils are constructs of pure magic and are suppressed while in the area of an antimagic field or similar phenomena. At 1st level the opportunist also gains access to their own personal pool of essence, which can be invested into veils and other receptacles to increase their power. The pool of available essence is listed in the opportunist's veils and essence table; the opportunists character level determines the maximum quantity of essence they can invest in any single veil. As a swift action, they can reallocate their essence investments into their veils every round. An opportunist must have a good nights rest and must meditate for one hour to prepare their veils for the day. This ability replaces the hunters orisons and spells class features. Opportunists do not gain any spells or spellcasting ability, do not have a caster level, and cannot use spell trigger and spell completion magic items. The opportunist gains a competence bonus equal to half of their class level (minimum 1) on Bluff checks. This ability replaces wild empathy. The opportunist gains the ability to shape the veil Geri and Freki. When shaping it in this way they treat their effective druid level as -2 (minimum 1) instead of the normal -4. This veil does not count against their normal limits on veils shaped, or their veil slots. As this veil does not count against the opportunist's veil slots or chakras, they can still shape a different veil into the same slot as it freely. Any animal companion granted by this veil counts as an animal companion granted by a hunter's animal companion class feature. If this veil is suppressed, destroyed, or the animal companion it grants are not summoned, the opportunist is treated as having a dead animal companion. This replaces animal companion and one with the wild. Starting at 2nd level when the opportunist uses the ""wolf"" animal aspect on themself it does not count against animal focus's minutes of duration per day, and it remains in effect until the opportunist changes ends it or changes to another aspect. They also gain the ability to invest this animal focus with essence, increasing their range of the scent ability it grants by 10 feet for every point of essence invested. Additionally for each point of essence invested in this focus any animal companion granted to the opportunist by a veil or constellation gains a +1 insight bonus on all Perception and Survival checks based on scent. This ability alters animal focus and replaces the track class feature. At 3rd level and every three levels thereafter, an opportunist gains the ability to bind veils directly to their chakras, unlocking potent new abilities. The opportunist gains the ability to bind slots in the following order Hands, Feet, Head, Wrists, Shoulders, and Belt. At 8th and 14th level the opportunist increases the maximum essence capacity of all their essence receptacles by 1. At 10th level the opportunist can treat a shaped veil that grants an animal companion as an animal companion's body for the purposes of their raise animal companion ability. Using raise animal companion in this way allows a single animal companion derived from the targeted veil to be summoned immediately, even if it could not normally be summoned due to death or loss of hit points. Such animal companions always suffer 2 permanent negative levels, as if they had been resurrected by raise animal companion normally. These negative level are present each time the animal companion is summoned until either they are removed with a restoration spell or a similar effect, or until the veil that granted the animal companion is reshaped. This ability alters raise animal companion. At 20th level the essence invested in the opportunists Geri and Freki veil is treated as being +1 higher for all mechanical effects. This ability stacks with other virtual essence investment increases such as the magic item akashic catalysts. This ability replaces master hunter."||at 17th level the opportunist gains the of this veil's body bind.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Overseeing Eye|Cerulean_Seas, Psionic|You can detect psionics at will.|melusine|when you are psionically focused, an eye spot will appear in the center of your forehead. the eye spot will allow you to cast detect psionics as a psi-like ability at will, as a caster equal to your character level.|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Pack Mentality|Cerulean_Seas|You can grant a nearby teammate the advantage of one of your teamwork feats.|safety in numbers class feature, bonus teamwork feat granted by class.|once per day as a standard action, you may grant one of your bonus teamwork feats to a single ally within 5 feet who can see and hear you. this ally from the feat for 2 rounds plus 1 round for every three levels you possess.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Pearl Diver|Cerulean_Seas|You have a knack for finding oysters with pearls.|famennian.|you gain a +2 trait bonus on appraise and perception checks. you gain a +4 on knowledge nature checks in regards to any mollusk that produces pearls.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Penny Saved|Cerulean_Seas|Your coin scales shed when injured, and become solid gold.|chrysopsaro.|after activating your money is life racial trait, the next time that you are damaged from an attack, three gold pieces per hit point of damage from this attack will drop into your square from your hide (maximum 48 gold pieces). subsequent attacks will not release gold pieces. scales lost in this way grow back instantly.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Piercing Cold|Cerulean_Seas|Your cold spells are so cold that they can damage creatures normally resistant or immune to cold. Special Piercing cold allows spells with the [Ice] descriptor to create ice at any depth.||you can only apply this metamagic feat to spells with the cold descriptor. piercing cold spells completely ignore any resistance to cold a creature possesses. they are still entitled to whatever other defenses the attack allows (such as saving throws and spell resistance). creatures normally immune to cold can be damaged by piercing cold spells as well. piercing cold spells deal half damage to these creatures (or one-quarter on a successful saving throw).|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Piranha Jawed|Cerulean_Seas|You gain a natural bite attack.|nommo or piscean.|you gain a bite attack which is a natural weapon attack that inflicts 1d6 points of damage (2 critical) on a hit. this is a primary attack or a secondary attack if you wield any other weapon.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Planar Resistance|Cerulean_Seas|Your innate resistance to one form of energy gets better. Special You can take this feat multiple times, applying it to a different resistance each time.|energy resistance racial ability.|choose one energy resistance from your racial abilities. gain an additional 5 points to that resistance.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Plant Magic|Cerulean_Seas|Your magical ties to plants grow stronger.|nelumbu sorcerers with the verdant bloodline or nelumbu clerics with access to the flora domain.|sorcerer nelumbu with the verdant bloodline treat their charisma score as 2 points higher for all sorcerer spells and class abilities. cleric nelumbu with the flora domain use their domain powers and spells at +1 caster level. this trait does not give nelumbu early access to level- based powers; it only affects powers that they could already use without this trait.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Plunge Anything|Cerulean_Seas, Combat|You are a master at using buoyancy to attack with whatever you have on hand. Normal You take a -4 penalty on attack rolls made with an improvised weapon.||you do not suffer any penalties for using an improvised plunging weapon. you receive a +1 circumstance bonus on attack rolls made with plunging splash weapons.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Poison Proof|Cerulean_Seas|You become immune to poison, much like a minion of Saloth.|deep drow (or kirah).|you become immune to poison.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Powerful Spray|Cerulean_Seas|Your boiling spray can reach further. Special When combined with the Widened Spray feat, this effect applies to 4 squares two adjacent squares, and two squares 10 feet from you that are adjacent to at least one of the first two squares.|sunken relluk.|in addition to an adjacent square, the boiling spray effects a square adjacent to that square that is 10 feet away.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Powerful Wings|Cerulean_Seas|You are especially adept at flying. Normal A DC 20 fly check is required to move from underwater to the air in the same round. Failure means that you cannot fly this round.|str 13, skill focus (fly), benitsuru.|your fly speed increases to 80 feet (good). you do not need to make a fly check to surface from the water and fly in the same round.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Prankster|Cerulean_Seas|You are an expert at fooling and tricking others.|kawauso race.|you gain a +1 racial bonus on bluff and sleight of hand checks and one of these skills is always a class skill for you.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Presence of Mind|Cerulean_Seas|You have learned how to retain your mind even after your body has dissipated.|kvol, unleash the swarm feat.|you retain control over the school of squid when your immortal swarm racial ability is active, effectively allowing the swarm to from your intelligence, wisdom, and charisma scores, as well as retaining all skills that rely on those ability scores. all other statistics of the school of squid remain the same, however, and you do not have access to any of your class abilities.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Primordial Brutality|Cerulean_Seas|The brutal nature of your primitive attacks hit with supernatural accuracy.|mrawgh, base attack bonus +5, str 15.|you gain a +2 competence bonus to damage rolls made while using improvised weapons. if you have the stick and spear feat, you may also apply this bonus to weapons affected by that feat.|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Puffer Quills|Cerulean_Seas, Psionic|Your body becomes covered in sharp quills.||while you are psionically focused, you may form sharp ectoplasmic quills over your skin or whatever you are wearing. while they are formed, you are treated as though you are equipped with armor spikes, even if you are not wearing armor. you may form or dismiss the quills as a free action.|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
